speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,spotify_id,volume_number,energy,tempo,instrumentalness,mode,number,artist,title
0.0999,9,4,0.154,-5.871,244453,0.636,238,0.384,0.0153,spotify:track:2meEiZKWkiN28gITzFwQo5,60,0.728,107.986,1.46e-06,1,4,Ariana Grande,Into You
0.1,11,4,0.479,-5.849,181240,0.934,179,0.825,0.0963,spotify:track:1m4dXbkplvaOO4Wbdjbwxs,60,0.694,123.822,1.21e-06,0,5,Meghan Trainor,Me Too
0.0985,7,4,0.217,-6.651,231266,0.697,229,0.585,0.157,spotify:track:0YSJCrlSWF3meRTNCu54WI,60,0.7,123.013,0,0,6,Britney Spears featuring G-Eazy,Make Me...
0.0528,0,4,0.14,-4.359,234910,0.54,233,0.254,0.446,spotify:track:6y0igZArWVi6Iz0rj35c1Y,60,0.59,119.878,0,1,7,Flume featuring Kai,Never Be like You
0.0888,4,4,0.0994,-4.187,181880,0.712,179,0.519,0.39,spotify:track:4Ce37cRWvM1vIGGynKcs22,60,0.62,99.953,0,1,8,Hailee Steinfeld and Grey featuring Zedd,Starving
0.274,2,4,0.178,-4.081,202221,0.657,198,0.551,0.141,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,60,0.739,181.994,0,1,9,Daya,"Sit Still, Look Pretty"
0.0401,0,4,0.306,-4.745,195547,0.791,193,0.497,0.0903,spotify:track:1A8j067qyiNwQnZT0bzUpZ,60,0.716,121.967,2.73e-05,0,10,Kungs and Cookin' on 3 Burners,This Girl
0.281,1,4,0.367,-5.617,244174,0.695,235,0.633,0.245,spotify:track:2q95XoeFGixx8b5LNF6Ey1,60,0.837,115.067,0,0,11,Pitbull featuring Flo Rida and LunchMoney Lewis,Greenlight
0.245,11,3,0.123,-8.129,228640,0.487,225,0.247,0.0129,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,60,0.532,138.13,0,0,12,Tory Lanez,Luv
0.0527,11,4,0.107,-6.4,203475,0.546,196,0.457,0.0397,spotify:track:1CwNogTShsnsn1C8UhRmYX,60,0.645,101.578,0,1,13,Katy Perry,Rise
0.0469,9,4,0.203,-6.134,193546,0.598,188,0.242,0.177,spotify:track:7lGKEWMXVWWTt3X71Bv44I,60,0.673,117.02,0.000316,0,14,X Ambassadors,Unsteady
0.0517,0,4,0.12,-3.516,212647,0.565,256,0.43,0.00868,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,60,0.849,102.034,4.68e-06,0,15,Coldplay,Hymn for the Weekend
0.0703,7,4,0.37,-4.564,206903,0.712,206,0.6,0.0447,spotify:track:5ArQzSBevAdXTxRY6Ulhbq,60,0.799,83.996,6.4e-05,0,16,Lukas Graham,Mama Said
0.0845,6,4,0.103,-3.227,194951,0.599,193,0.848,0.107,spotify:track:3SuffYZciEnwvhLRVAoWPj,60,0.818,96.031,0,1,17,Jacob Whitesides,Lovesick
0.06,6,4,0.145,-6.827,200693,0.323,196,0.183,0.246,spotify:track:2JXMbStwQxqfSo5DiiV8nj,60,0.509,53.36,0,0,18,Stanaj,Ain't Love Strange
0.065,5,4,0.326,-6.614,211340,0.596,208,0.464,0.576,spotify:track:3BwR5psKNxcyqWoc80eOuq,60,0.629,100.023,0.0158,1,19,LANY,ILYSB
0.125,4,4,0.324,-4.934,203080,0.521,201,0.343,0.00327,spotify:track:3zjjzKg16tczCMwckGKGuH,60,0.885,115.985,0.00904,0,20,Weathers,Happy Pills
0.0878,4,4,0.369,-3.752,187813,0.598,185,0.518,0.0106,spotify:track:7FX3ZWE70VRjsprg5oeECc,60,0.914,103.972,1.22e-06,1,21,Coin,Talk Too Much
0.0337,5,4,0.0819,-3.938,196663,0.681,196,0.778,0.0499,spotify:track:3nnTnZgdkfsvCWa9fHQBNS,60,0.739,130.046,0,0,22,Aaron Carter,Fool's Gold
0.0307,0,4,0.443,-5.745,211067,0.759,212,0.901,0.202,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,2,0.699,92.96,0.000131,0,1,Britney Spears,...Baby One More Time
0.0307,2,4,0.0875,-5.357,300773,0.618,301,0.727,0.171,spotify:track:1Cwsd5xI8CajJz795oy4XF,2,0.896,113.961,0,1,2,New Radicals,You Get What You Give
0.0471,6,4,0.196,-5.302,247573,0.545,246,0.784,0.0556,spotify:track:1nrackcWUBo87xecPgry2G,2,0.902,91.251,0,1,3,Robbie Williams,Millennium
0.0295,7,4,0.155,-5.483,273533,0.486,274,0.27,0.0237,spotify:track:087OBLtoeS3Q6j0k6tMNAI,2,0.867,92.757,1.66e-06,1,4,Semisonic,Closing Time
0.0362,0,4,0.2,-7.097,183160,0.536,182,0.544,0.0846,spotify:track:6S3TPVhfKfrPjhCuC9taEp,2,0.607,142.241,6.04e-05,1,5,U2,Sweetest Thing (The Single Mix)
0.0328,4,4,0.305,-5.471,247000,0.599,247,0.573,0.00843,spotify:track:0KmylOmsEL1Lqo8GDP80LJ,2,0.824,104.679,0.000221,0,6,Sheryl Crow,My Favorite Mistake
0.0536,1,4,0.203,-5.482,204267,0.572,204,0.708,0.055,spotify:track:62nm5Ay0pIYt8Z54UQrghu,2,0.932,112.509,0.762,1,7,Fatboy Slim,Praise You (Radio Edit)
0.0395,0,4,0.485,-4.492,217333,0.545,218,0.529,0.00176,spotify:track:1uDJUFrLRHBRU6BY1h4Scy,2,0.83,113.682,0.0654,1,8,Garbage,I Think I'm Paranoid
0.043,9,4,0.0917,-8.171,164267,0.761,164,0.602,0.0426,spotify:track:7aKWgpecgLEqisWcXPElDl,2,0.735,125.815,0.0838,0,9,Cake,Never There
0.0269,0,4,0.113,-6.147,296347,0.732,297,0.506,0.296,spotify:track:7xoN94HgqWTerSUbG5Hf9O,2,0.658,104.503,0,1,10,98 Degrees,Because of You
0.026,4,4,0.117,-4.489,275427,0.552,283,0.363,0.0846,spotify:track:6ZNw9Cnc85OeHZrjMAZJfY,2,0.694,136.019,0,1,11,Spice Girls,Goodbye (Single Version)
0.0939,4,4,0.608,-4.92,243000,0.578,244,0.628,0.215,spotify:track:4TQOC2AhsD96oPxAC6NB6w,2,0.872,95.49,0.000264,0,12,Blackstreet & Mýa featuring Mase & Blinky Blink,Take Me There
0.101,2,4,0.0952,-6.526,278760,0.682,278,0.714,0.467,spotify:track:015A6ZcNAWSSuwY7iDcD1b,2,0.579,76.915,2.21e-06,0,13,R. Kelly,When a Woman's Fed Up (Clean Version)
0.0411,1,4,0.0779,-5.401,231400,0.568,232,0.721,0.000431,spotify:track:4N2utzbudidhsWZLpdHb2U,2,0.94,97.096,4.96e-05,1,14,Everclear,Father of Mine
0.131,7,4,0.334,-7.497,171093,0.766,168,0.603,0.0136,spotify:track:6UmtL9oAPxl4ixd0YKtKnH,2,0.701,95.624,0.000384,1,15,Sublime,What I Got (Clean Version)
0.029,7,3,0.153,-6.005,287507,0.519,287,0.34,0.0885,spotify:track:4lq4yY0y3XqDQZsx03ITaH,2,0.589,161.992,0,0,16,Backstreet Boys,I'll Never Break Your Heart
0.294,10,4,0.0285,-6.017,238467,0.883,216,0.566,0.0814,spotify:track:5Tl0HJvynZtKdSUMKbFVVX,2,0.659,77.03,0.00119,0,17,Jay-Z,Hard Knock Life (Ghetto Anthem) (Edit)
0.363,6,4,0.391,-13.365,309133,0.827,305,0.8,0.639,spotify:track:1TQ6a2NEA8LmKfgf0yeBvT,2,0.526,91.552,8.2e-06,0,18,Baz Luhrmann,Everybody's Free (To Wear Sunscreen) (Edit)
0.337,8,4,0.111,-7.651,292373,0.904,222,0.791,0.0568,spotify:track:1D066zixBwqFYqBhKgdPzp,24,0.598,129.055,0,0,1,Fergie featuring will.i.am,Fergalicious
0.259,10,4,0.0533,-5.203,213373,0.875,213,0.813,0.0206,spotify:track:4PgtB6Sul8WDTRZCe5e8St,24,0.744,134.012,0,0,2,Rihanna featuring Sean Paul,Break It Off
0.135,1,4,0.0467,-6.203,223520,0.873,225,0.778,0.0556,spotify:track:5qRoxgyvBkvgvOo20wtPhS,24,0.873,116.949,0.00087,1,3,Nelly Furtado,Say It Right
0.382,7,4,0.167,-4.637,227853,0.447,225,0.503,0.0293,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,24,0.694,175.868,5.46e-06,0,4,Beyoncé,Irreplaceable
0.223,4,4,0.546,-6.018,276160,0.771,277,0.807,0.285,spotify:track:13X42np3KJr0o2LkK1MG76,24,0.676,119.997,4.49e-06,0,5,Justin Timberlake featuring T.I.,My Love
0.0423,0,4,0.323,-9.252,247067,0.866,236,0.291,0.0442,spotify:track:4xAk8Lw82G3YoVSOdVAsBx,24,0.46,99.98,0,1,6,Akon featuring Snoop Dogg,I Wanna Love You
0.225,7,4,0.169,-8.66,267507,0.763,267,0.702,0.0891,spotify:track:4F55RCGuM477OjznpYGhYz,24,0.629,142.149,0,0,7,Bow Wow featuring Chris Brown & Johntá Austin,Shortie Like Mine
0.434,5,5,0.332,-5.906,273133,0.565,269,0.754,0.107,spotify:track:5Y77SQxEr1eiofPeUTPHxM,24,0.873,130.422,0,0,8,Lloyd featuring Lil Wayne,You
0.0425,9,4,0.0819,-5.757,267413,0.697,267,0.441,0.409,spotify:track:1pLdjo3lOBbMaoR4ZpybFH,24,0.629,123.279,3.8e-06,1,9,Ciara,Promise
0.153,8,4,0.131,-5.731,257000,0.773,239,0.823,0.178,spotify:track:1ElXBG9yJcgSFUJr19sotM,24,0.724,131.092,0,1,10,Omarion,Ice Box
0.0363,1,4,0.0798,-6.027,289760,0.805,285,0.42,0.00164,spotify:track:75KdMdPqZGO3FGNtpByM1p,24,0.494,115.049,0,1,11,Chris Brown,Say Goodbye
0.0362,9,4,0.133,-7.844,215360,0.739,213,0.543,0.167,spotify:track:2nGFzvICaeEWjIrBrL2RAx,24,0.511,96.038,1.34e-06,1,12,Corinne Bailey Rae,Put Your Records On
0.0259,5,4,0.221,-5.938,196893,0.632,194,0.725,0.00143,spotify:track:4aR9bPMAOFySBuQSbVWF3d,24,0.639,95.506,0,1,13,Lily Allen,Smile
0.0438,0,4,0.108,-5.719,201549,0.582,198,0.648,0.233,spotify:track:5p9XWUdvbUzmPCukOmwoU3,24,0.764,100.455,0,1,14,KT Tunstall,Suddenly I See
0.0386,5,4,0.253,-6.797,240547,0.706,217,0.771,0.213,spotify:track:4z1gmF4S1YsTj1pxiU47Qx,24,0.621,126.028,0.00208,1,15,Hellogoodbye,Here (In Your Arms)
0.0399,7,4,0.127,-2.189,192000,0.545,189,0.472,0.000665,spotify:track:4wzjNqjKAKDU82e8uMhzmr,24,0.932,92.956,0,0,16,The Red Jumpsuit Apparatus,Face Down
0.0379,10,4,0.101,-4.08,262533,0.64,239,0.356,0.269,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,24,0.743,122.035,0,1,17,The Fray,How to Save a Life
0.0362,6,4,0.261,-4.392,215106,0.522,215,0.196,0.000273,spotify:track:44w63XqGr3sATAzOnOySgF,24,0.874,132.018,0.00579,0,18,Nickelback,If Everyone Cared
0.0615,10,4,0.245,-3.232,214831,0.423,206,0.32,0.0525,spotify:track:0wIhWLNLIOmzQ89B3rtTd3,24,0.912,145.942,0,0,19,Daughtry,It's Not Over
0.0301,0,4,0.141,-4.68,244827,0.335,244,0.325,0.00275,spotify:track:1FMHNVeJ9s1x1l1WlaRs2I,24,0.676,175.845,0,1,20,The All-American Rejects,It Ends Tonight
0.0357,5,4,0.146,-5.886,262467,0.638,237,0.217,0.188,spotify:track:7wZUrN8oemZfsEd1CGkbXE,28,0.656,104.036,0,1,1,Leona Lewis,Bleeding Love
0.0445,5,4,0.107,-3.866,196053,0.712,193,0.85,0.689,spotify:track:52K4Nl7eVNqUpUeJeWJlwT,28,0.911,117.533,8.02e-06,0,2,Britney Spears,Break the Ice
0.0358,5,4,0.0809,-4.82,228973,0.796,228,0.752,0.0332,spotify:track:5KzHTHTjftb7QFh5GicRnO,28,0.705,113.964,2.14e-06,0,3,Cherish featuring Young Joc,Killa
0.199,0,4,0.122,-9.716,299333,0.828,247,0.446,0.0656,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,28,0.433,148.073,0.000876,1,4,Lil Wayne featuring Static Major,Lollipop
0.325,1,4,0.614,-6.007,204040,0.575,204,0.927,0.299,spotify:track:0DdpxWfVvUGgkJv5536tiF,28,0.684,172.155,0,1,5,Ray J featuring Yung Berg,Sexy Can I?
0.071,3,4,0.13,-4.291,252160,0.659,251,0.655,0.143,spotify:track:1j3H54xdahpAkNI0q6S89q,28,0.696,86.001,0,1,6,Chris Brown,With You
0.0403,1,5,0.0877,-6.29,197320,0.423,194,0.303,0.000921,spotify:track:4UYmDN0zBp2UafKY1US1TA,28,0.771,111.728,0,1,7,Flex featuring Belinda,Te Quiero (Spanglish Version)
0.0454,9,4,0.0769,-3.896,202907,0.721,181,0.672,0.191,spotify:track:1uigwk5hNV84zRd5YQQRTk,28,0.88,110.021,0,0,8,Natasha Bedingfield,Pocketful of Sunshine
0.279,11,4,0.0583,-5.04,263880,0.447,261,0.312,0.0467,spotify:track:0WCkFm0Ij9K0o1G3cxx6Xe,28,0.768,159.846,0,1,9,Jordin Sparks and Chris Brown,No Air
0.0347,1,4,0.105,-6.312,244107,0.699,242,0.157,0.142,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,28,0.607,123.95,0,1,10,Colbie Caillat,Realize
0.0353,4,4,0.0964,-4.251,223853,0.488,219,0.253,0.0706,spotify:track:48s0QHJgmiNsth3WEO6U4M,28,0.862,92.449,0,1,11,OneRepublic,Stop and Stare
0.0317,10,4,0.075,-6.565,230213,0.485,226,0.542,0.541,spotify:track:6wZI4mdT8JwXgkGURnBQiq,28,0.723,167.845,1.12e-06,1,12,John Mayer,Say
0.0483,9,4,0.0802,-4.762,198467,0.479,197,0.447,0.0338,spotify:track:7k9iVpyeR5ybSPSkvmAP6K,28,0.884,146.922,0,1,13,Flyleaf,All Around Me
0.0798,4,4,0.486,-3.836,179947,0.618,177,0.804,0.00221,spotify:track:5619Ojc6t9evEEs3B7Drhe,28,0.955,150.034,3.09e-06,1,14,Metro Station,Shake It
0.0667,0,4,0.305,-3.397,230307,0.56,226,0.877,0.0411,spotify:track:0BrgzTEWfI0QZLRJqzJbPa,28,0.937,149.936,9.99e-06,1,15,Fall Out Boy featuring John Mayer,Beat It
0.0297,0,4,0.192,-4.207,207240,0.439,204,0.503,0.00678,spotify:track:3nzL5CIQiCEt6jRt1AlQ9d,28,0.884,150.049,0,1,16,Lifehouse,Whatever It Takes
0.045,6,4,0.117,-3.166,238701,0.483,237,0.329,0.000822,spotify:track:2tVCFmn2zKg2wGXS1TCIIA,28,0.907,130.984,0,1,17,Daughtry,Feels Like Tonight
0.0439,3,4,0.373,-4.8,206000,0.439,205,0.69,0.0193,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,28,0.906,161.905,0,1,18,Gavin DeGraw,In Love with a Girl
0.0355,8,4,0.0994,-7.157,224960,0.5,223,0.315,0.0237,spotify:track:68Q1r5zDnnYaHkh80yal4A,28,0.665,154.997,6.41e-05,1,19,Trace Adkins,You're Gonna Miss This
,,,,,,,201,,,,28,,,,,20,Taylor Swift,Our Song
0.0431,5,4,0.309,-4.165,233478,0.726,230,0.871,0.049,spotify:track:3w3y8KPTfNeOKPiqUTakBh,46,0.698,143.994,0,1,1,Bruno Mars,Locked Out of Heaven
0.219,11,4,0.164,-3.799,326280,0.795,267,0.361,0.103,spotify:track:6dEnpbXyamib2EJnRhTt0G,46,0.596,101.985,0,0,2,Justin Timberlake featuring Jay Z,Suit & Tie
0.147,5,4,0.0742,-3.179,227027,0.644,224,0.852,0.325,spotify:track:06EL94D0TA27Ik0Ke5usbj,46,0.879,82.518,0,0,3,Ariana Grande featuring Mac Miller,The Way
0.158,7,4,0.341,-3.632,229507,0.673,226,0.541,0.039,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,46,0.758,135.956,0,1,4,Pitbull featuring Christina Aguilera,Feel This Moment
0.0731,0,4,0.149,-3.65,185200,0.761,183,0.968,0.02,spotify:track:0gRczqVHrEQQDyizJUtgRc,46,0.856,106.009,0,0,5,Olly Murs featuring Flo Rida,Troublemaker
,,,,,,,218,,,,46,,,,,6,Taylor Swift,I Knew You Were Trouble
0.0489,2,4,0.132,-7.273,242733,0.778,241,0.444,0.346,spotify:track:4VC5nFbYO4avKksJ9jN4pY,46,0.547,95.002,0.000302,1,7,Pink featuring Nate Ruess,Just Give Me a Reason
0.0619,9,4,0.529,-4.374,186827,0.561,186,0.562,0.0313,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,46,0.927,152.011,2.34e-05,0,8,Fall Out Boy,My Songs Know What You Did in the Dark (Light Em Up)
0.038,1,4,0.133,-5.238,266600,0.46,252,0.419,0.0215,spotify:track:3a2tuvXCHbW5nuUckuHkKT,46,0.786,103.192,0,1,9,Of Monsters and Men,Little Talks (Edit)
0.0735,5,5,0.082,-5.769,278373,0.388,278,0.383,0.118,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,46,0.694,145.434,0.000293,1,10,Fun,Carry On
0.0378,7,4,0.11,-5.117,196867,0.674,194,0.384,0.0923,spotify:track:1Xsxp1SEOxuMzjrFZhtw8u,46,0.81,94.995,4.74e-05,0,11,Emeli Sandé,Next to Me (Radio Mix)
0.029,9,4,0.761,-4.162,209453,0.729,206,0.948,0.147,spotify:track:6MhGq8IlmVQXpl6YYKZqYN,46,0.819,115.982,0,1,12,Nelly,Hey Porsche
0.0425,2,4,0.176,-3.844,232027,0.541,231,0.278,0.0137,spotify:track:6SLUwdeias7fn6qVq6LcgP,46,0.887,128.034,2.1e-06,1,13,Ludacris featuring Usher and David Guetta,Rest of My Life
0.0557,9,4,0.234,-2.909,290760,0.663,206,0.566,0.00413,spotify:track:2SHnUyZq0zwmvRIl4WY77G,46,0.822,128.002,0.00318,1,14,Krewella,Alive
0.0963,1,4,0.102,-5.448,214333,0.558,212,0.266,0.00657,spotify:track:4lAdOkj9Pj1952EYIKZmxg,46,0.781,126.025,0.00144,0,15,Kesha,C'Mon
0.0589,4,4,0.324,-2.559,182960,0.63,179,0.904,0.0186,spotify:track:0AkQbXGN4KG34TS7xLrM68,46,0.934,89.992,0,1,16,One Direction,Kiss You
0.037,9,4,0.152,-5.611,213733,0.614,213,0.657,0.000988,spotify:track:3kYZIJOtlxX0YhaNz2j4ld,46,0.715,106.953,0.000401,0,17,Matthew Koma,One Night
0.0443,0,3,0.0843,-9.733,305747,0.209,228,0.154,0.172,spotify:track:2PwXOevGUSkU8qaYZjgLq2,46,0.412,86.26,0.15,1,18,Kodaline,All I Want
0.0395,0,4,0.0476,-5.715,249907,0.666,247,0.591,0.0532,spotify:track:70v5mCvyPRquTyU7qTIU81,46,0.786,117.126,0,1,19,Sky Ferreira,Everything Is Embarrassing
0.135,11,4,0.368,-6.372,230102,0.703,227,0.471,0.492,spotify:track:4bGLXiNEPtV6cNIgRRPc1C,46,0.616,86.007,0,1,20,Classified,That's What I Do
0.043,8,4,0.359,-4.433,224680,0.688,196,0.188,0.0319,spotify:track:1z3Q0Vv26kdsSc8KshjNWX,52,0.874,149.937,0.00169,1,1,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang
0.0514,9,4,0.109,-3.724,188754,0.811,187,0.962,0.0476,spotify:track:0ifSeVGUr7py5GggttDhXw,52,0.879,134.064,1.91e-06,1,2,Meghan Trainor,All About That Bass
0.0955,7,4,0.0597,-3.527,243240,0.722,240,0.942,0.073,spotify:track:1yM7GIEJ2QniupkEHOyp0a,52,0.845,90.958,0,1,3,"Enrique Iglesias featuring Sean Paul, Descemer Bueno and Gente de Zona",Bailando
0.196,9,4,0.268,-6.229,260240,0.965,199,0.633,0.0723,spotify:track:794F99D5BQHS5ZGRXAs7I5,52,0.609,129.992,8.11e-06,1,4,Nicki Minaj,Anaconda
0.143,3,4,0.111,-3.77,209423,0.741,208,0.539,0.181,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,52,0.726,163.991,0.000189,0,5,Iggy Azalea featuring Rita Ora,Black Widow
0.045,9,4,0.0819,-6.062,204285,0.686,201,0.782,0.0236,spotify:track:5vL0yvddknhGj7IrBc6UTj,52,0.635,95.998,0,0,6,Katy Perry,This Is How We Do
0.0377,11,4,0.193,-6.735,227833,0.799,225,0.556,0.162,spotify:track:3s4U7OHV7gnj42VV72eSZ6,52,0.586,120.97,2.03e-06,1,7,Clean Bandit featuring Jess Glynne,Rather Be
0.0455,7,4,0.204,-5.324,214840,0.687,212,0.254,0.0064,spotify:track:12KUFSHFgT0XCoiSlvdQi4,52,0.702,129.956,4.35e-05,0,8,Ariana Grande featuring Zedd,Break Free
0.0642,10,4,0.0532,-5.393,235012,0.69,234,0.794,0.0894,spotify:track:49eplIHvgCLY8HAgcaWrUb,52,0.937,122.951,0.000104,1,9,Pitbull featuring John Ryan,Fireball
0.0571,7,4,0.111,-3.714,224227,0.714,222,0.713,0.165,spotify:track:5BJSZocnCeSNeYMj3iVqM7,52,0.933,120.019,0,1,10,OneRepublic,Love Runs Out
0.0302,1,4,0.0636,-5.501,189959,0.745,188,0.847,0.0183,spotify:track:4gbVRS8gloEluzf0GzDOFc,52,0.714,120.025,0,0,11,Maroon 5,Maps
0.0306,8,4,0.158,-5.465,247520,0.725,243,0.753,0.162,spotify:track:2wqaekenSQZm7hxQOYt8oE,52,0.68,119.939,2.13e-06,1,12,Nico & Vinz,Am I Wrong
0.0464,7,4,0.082,-4.188,251987,0.845,251,0.196,0.0861,spotify:track:0c6xIDDpzE81m2q797ordA,52,0.721,122.958,0.00859,0,13,Kiesza,Hideaway
0.0487,2,4,0.285,-7.548,206167,0.699,204,0.128,0.0317,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,52,0.529,119.987,3.59e-05,1,14,Becky G,Shower
0.0311,2,4,0.213,-5.237,237248,0.572,220,0.121,0.0283,spotify:track:1JCCdiru7fhstOIF4N7WJC,52,0.499,101.593,0,1,15,5 Seconds of Summer,Amnesia
0.0485,6,4,0.0971,-6.648,219278,0.676,223,0.614,0.307,spotify:track:4J37kFNUhbX5NV1VFdVLSH,52,0.795,135.924,6.61e-06,1,16,Jason Aldean,Burnin' It Down
0.0321,10,4,0.111,-5.008,214533,0.651,212,0.161,0.0652,spotify:track:5d967hRg6jQtfyRQTt9iKl,52,0.59,113.991,0,1,17,Shawn Mendes,Life of the Party
0.0552,1,4,0.0782,-5.108,162053,0.544,159,0.635,0.00506,spotify:track:5c7tO3OhDBA4CUkdGoKkI2,52,0.874,158.128,0.000229,1,18,Hilary Duff,All About You
0.0569,11,4,0.0801,-5.144,206467,0.656,203,0.501,0.0215,spotify:track:6Brmhk7BOshEQpEq8Fi9WB,52,0.8,119.966,1.96e-06,1,19,Alex & Sierra,Scarecrow
0.0694,8,4,0.0454,-3.318,189335,0.716,188,0.77,0.0294,spotify:track:72Nl5JkVhoHtmPkNeyLaSy,52,0.869,113.027,0,1,20,Eden xo,Too Cool to Dance
0.104,8,4,0.0971,-6.055,231067,0.925,231,0.276,0.00412,spotify:track:2L8cFPItBljPNJgPjTnuIf,52,0.519,120.08,0,1,21,Rae Sremmurd,No Flex Zone
0.0475,11,4,0.212,-3.387,191667,0.806,242,0.963,0.00127,spotify:track:4bk78jvK8Fe9YHqruOJW0v,9,0.902,128.943,0,0,1,Pink featuring Redman,Get the Party Started/Sweet Dreams
0.106,5,4,0.107,-3.579,203600,0.847,203,0.962,0.415,spotify:track:6ldwfK0yWgTAlmIfuQkTYN,9,0.843,110.027,0.000134,0,2,Britney Spears,I'm a Slave 4 U
0.0436,8,4,0.0861,-3.795,265867,0.925,239,0.967,0.138,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,9,0.56,92.895,1.19e-05,0,3,Mary J. Blige,Family Affair
0.0406,1,4,0.202,-4.862,196160,0.793,195,0.878,0.236,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,9,0.832,107.661,1.12e-05,0,4,Shakira,"Whenever, Wherever"
0.123,8,4,0.0523,-5.619,236653,0.808,240,0.721,0.355,spotify:track:5Bi7SC49g4neuXwzgXBeFy,9,0.637,89.438,0,1,5,Jennifer Lopez,Ain't It Funny
0.322,1,4,0.0358,-4.035,257000,0.872,258,0.685,0.0572,spotify:track:0UZ5D7IZkiR3ZUYl6AK0do,9,0.769,106.05,0,1,6,Ja Rule featuring Case,Livin' It Up
0.254,2,4,0.594,-8.642,296587,0.919,240,0.864,0.0942,spotify:track:4SyadrABZJIjeND1HPJS31,9,0.677,131.05,0,1,7,Ludacris,Rollout (My Business)
0.0727,1,4,0.145,-6.602,261027,0.801,260,0.808,0.128,spotify:track:36gOOIQaBwXZVKL5z2vC3Z,9,0.931,105.526,0,1,8,Mr. Cheeks,"Lights, Camera, Action!"
0.182,11,4,0.181,-2.938,275173,0.725,238,0.764,0.193,spotify:track:3kiZ0cCAjRqLOMmaYk22ty,9,0.925,155.994,0,1,9,Petey Pablo,Raise Up (All Cities Remix)
0.304,5,4,0.0888,-8.211,212293,0.792,214,0.305,0.178,spotify:track:5dXmPzPDTMWmxmpzxAV1JZ,9,0.661,93.005,9.7e-06,0,10,City High featuring Eve,Caramel (Trackmasters Remix)
0.106,2,4,0.458,-6.231,275960,0.604,275,0.684,0.0859,spotify:track:7ii2YgQHs2LdNpW5feZ3RK,9,0.666,180.279,0.000863,1,11,Nelly Furtado,Turn Off the Light
0.0597,11,4,0.109,-8.581,292000,0.704,290,0.491,0.43,spotify:track:4CCUjYJPbSXLL23BFeBVbI,9,0.409,113.863,0,0,12,N Sync,Gone
0.119,7,4,0.0969,-4.944,236400,0.412,234,0.35,0.163,spotify:track:01Aj44KIjCrPmZeXq4UOky,9,0.577,173.675,0,1,13,Destiny's Child,Emotion
0.0665,3,4,0.222,-8.305,265813,0.622,248,0.436,0.335,spotify:track:0O5b1927V6FbLsZRtf7idi,9,0.492,63.06,0,0,14,Ginuwine,Differences
0.0396,6,4,0.0985,-5.968,267227,0.568,266,0.469,0.0799,spotify:track:0AiTIiCQ15NW8QHQwSxKuR,9,0.782,141.942,0,1,15,Backstreet Boys,Drowning
0.024,4,4,0.117,-4.866,272293,0.531,221,0.326,0.351,spotify:track:3xjTuTBaihydhSC7ByNoSb,9,0.653,158.498,9.7e-05,1,16,U2,Stuck in a Moment You Can't Get Out Of
0.0867,2,4,0.087,-5.677,231267,0.579,197,0.417,0.0519,spotify:track:3u1P7A1U6wlbm73j4NhDis,9,0.958,100.058,0,1,17,Aerosmith,Just Push Play
0.0291,9,4,0.0579,-3.878,217533,0.671,214,0.844,0.0129,spotify:track:0mBmE1IzBpbhfwEU4nd4ew,9,0.921,118.424,0.0235,1,18,Lenny Kravitz,Dig In
0.0387,9,4,0.102,-7.48,212733,0.246,212,0.341,0.000631,spotify:track:6KtLECDztnah63TNmV4Plw,9,0.768,169.873,0.301,1,19,Incubus,Wish You Were Here
0.111,1,4,0.114,-5.33,274733,0.383,235,0.2,0.000171,spotify:track:1OGFtaUgHAQjtSk7mhDwr9,9,0.962,152.326,0.0122,1,20,Adema,Giving In
0.0289,8,4,0.146,-2.663,155337,0.714,153,0.824,0.00855,spotify:track:3VZQshi4COChhXaz7cLP02,47,0.905,125.927,2.55e-05,1,1,Icona Pop featuring Charli XCX,I Love It
0.0503,5,4,0.0946,-6.664,484147,0.574,276,0.51,0.234,spotify:track:2JZKXgq5zsokN01KWyiY6n,47,0.512,76.899,0,0,2,Justin Timberlake,Mirrors
0.0385,4,4,0.174,-7.347,202640,0.669,199,0.485,0.467,spotify:track:6XXCvIN94wOQBnyfcx8q3I,47,0.731,107.015,2.28e-05,1,3,Mariah Carey featuring Miguel,#Beautiful
